instance,chemin,url,nom,description,etoiles,forks,derniere_activite,archive,topics,score,axes,ia,requetes
framagit.org,jthanwer/monpetitcarbone,https://framagit.org/jthanwer/monpetitcarbone,monpetitcarbone,Web app for evaluating individual carbon footprint. This tool is dedicated to research-related activities.,1,0,2024-06-07,False,,3,"acv, carbone",False,carbon footprint
gitlab.huma-num.fr,ecrinum/recherche-et-numerique-a24,https://gitlab.huma-num.fr/ecrinum/recherche-et-numerique-a24,recherche-et-numerique-a24,"Intervention par Giulia Ferretti et Louis-Olivier Brassard dans le séminaire collectif de maîtrise au département des littératures de langue française (Hugo Dionne, Judith Sribnai) à l'automne 2024. https://ecrinum.gitpages.huma-num.fr/recherche-et-numerique-a24/",1,0,2024-11-01,False,,3,carbone,True,ges numerique
gitlab.inria.fr,mlanvin/compute_carbon_footprint_g5k,https://gitlab.inria.fr/mlanvin/compute_carbon_footprint_g5k,compute_carbon_footprint_g5k,,1,0,2025-02-12,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,martin0925/glasshouse_app,https://gitlab.com/martin0925/glasshouse_app,Web Application for Managing a Smart Greenhouse with Gamification Elements,"Bachelor Thesis: This is a web application designed to help users manage their smart greenhouses while making the engaging through gamification elements. With this app, users can monitor and control the environment of their greenhouses, analyze the conditions, and earn points and rewards for completing certain tasks.",1,0,2025-04-16,False,"css, django, html, javascript, python, react, scss, sqlite, web application",3,"carbone, mesure",False,green ai | green it
gitlab.com,minelogx-ai/minelogx-ai,https://gitlab.com/minelogx-ai/minelogx-ai,MineLogX AI,"MineLogX AI Framework  MineLogX is an AI-powered framework designed to modernize and optimize operations in the mining industry and beyond. The framework provides tools, reference architectures, and development guides that enable scalable data ingestion, analytics, and automation.  Key Features:  * 📊 **AI & Data Processing** — Build intelligent workflows for real-time and batch mining data. * ☁️ **Cloud-Native Setup** — Deploy across AWS, Azure, or GCP with ready-to-use infrastructure guides. * 🛠 **Developer-Friendly** — Includes usage examples, architecture documentation, and contribution guidelines. * 🔒 **Secure & Scalable** — Designed with enterprise-grade security and modular scalability.  This repository contains:  * Project documentation (`/docs`) * Contribution and licensing guidelines * Reference architectures and cloud setup guides  Whether you’re setting up a proof of concept or extending AI-driven solutions, MineLogX provides the foundation for sustainable, intelligent mining innovation.",1,0,2025-10-21,False,"AI, aws, bash, devops, documentation, git, gitlab, ibm, kubernetes, python, server, template, terraform",3,carbone,True,sustainable ai
gitlab.com,martasreinhardt/so-infinite,https://gitlab.com/martasreinhardt/so-infinite,infiniteOS,"As an exceptional thinker passionate about truth-seeking AI, my standout work is the open-source PhiFlow OS blueprint—a quantum-inspired kernel using the golden ratio (φ ≈ 1.618) as core encoding to revolutionize sustainable, secure systems.  Key innovation: Replace binary rigidity with ""1 6 1 8"" (φ nod) for mutable sub-layers. Binary nests seamlessly in 'Unit 1' as a harmonic emulation (Fibonacci-mapped states), ensuring zero compatibility issues. 'Unit 6' spawns recursive wraps (e.g., 9→1) for infinite adaptation, with modes like ""8 1 6 1"" for reversibility and ""1 8 1 6"" for multiverse expansion. Lateral layers add parallel stability, mutating patterns dynamically.  Impact  - AI/Neural Nets: Fibonacci spirals boost efficiency 40-50%, enabling parallel ""what-if"" learning without overfitting. - Cybersecurity: Topological braids immune to attacks—detects and adapts in milliseconds. - Sustainability: 50-70% energy savings via quasi-periodic allocation; golden-proportion UX reduces cognitive load.  Proof: GitLab repo with ASCII fractal patterns, Python sim, and Colab demo (aureo-state qubits adapting noise in multiversals).",1,0,2025-11-24,False,"Operational System, open-source",3,energie,True,impact ia | sustainable ai
gitlab.com,hai-greenhouse/greenhouse,https://gitlab.com/hai-greenhouse/greenhouse,greenhouse,,1,0,2026-05-21,False,,3,carbone,True,green ai | green it
gitlab.com,edhd/2026/brugg_2026/2-detecon-electricity-consumption-forecasting-engine-deletion_scheduled-85966728,https://gitlab.com/edhd/2026/brugg_2026/2-detecon-electricity-consumption-forecasting-engine-deletion_scheduled-85966728,2 Detecon Electricity Consumption Forecasting Engine-deletion_scheduled-85966728,"Challenge: https://www.energydatahackdays.ch/challenges/electricity-consumption-transparency-engine Build a universal electricity consumption forecasting function for energy-intensive companies based on information stored in TEELS load analysis tool by integrating weather, site data, and operational data to deliver accurate forecasts which enable business value in procurement, finance and sustainability management functions.",1,0,2026-09-02,False,,3,"carbone, energie",False,energy consumption
gitlab.com,sgdf/projets-benevoles/scout-menu,https://gitlab.com/sgdf/projets-benevoles/scout-menu,Scout-Menu,"Application web open source de planification des repas pour les intendant·e·s en camp scout :  - liste de menus - planning des menus dans un camp - estimation des quantités - estimation de l'impact carbone - gestion des stocks (listes de courses, consommation durant le repas)",1,0,2026-09-03,False,,3,"carbone, energie",False,impact ia
gitlab.com,pudgecon/gpgpu-sim_distribution,https://gitlab.com/pudgecon/gpgpu-sim_distribution,gpgpu-sim_distribution,"GPGPU-Sim provides a detailed simulation model of a contemporary GPU (such as NVIDIA's Fermi and GT200 architectures) running CUDA and/or OpenCL workloads and now includes an integrated (and validated) energy model, GPUWattch.",0,0,2016-02-29,False,,3,energie,True,gpu energy
gitlab.com,reyueei/pcmsoftapp,https://gitlab.com/reyueei/pcmsoftapp,pcmsoftapp,csc183 - Power Consumption Monitoring Software Application,0,0,2016-04-02,False,,3,"energie, mesure",False,power consumption
gitlab.inria.fr,mbelgaid/python-energy,https://gitlab.inria.fr/mbelgaid/python-energy,python-energy-v1,"we aim to measure the energy consumption due to using different optimisation tools such as transpilers , JIT libraries and custom interpreters",0,0,2018-04-12,False,,3,"energie, mesure",False,energy consumption
gitlab.com,DomoticzEnergyVisualiser/domevisualiser,https://gitlab.com/DomoticzEnergyVisualiser/domevisualiser,DomEVisualiser,"DomEVisualiser is the entrance for the visualisation of the instantaneous energy consumption as measured by Domoticz.  It combines the different possible FrontEnds that are available.",0,0,2018-11-11,False,,3,"energie, mesure",False,energy consumption
gitlab.com,1ohnny/imsdata-web,https://gitlab.com/1ohnny/imsdata-web,imsdata-web,Tiny PHP web app for visualisation and retrieving of energetics data from inteligent meters (IMS) of Slovak energy providers via IMS portals,0,0,2019-03-14,False,,3,energie,True,energy meter
gitlab.com,tue-umphy/co2mofetten/software/arduino-libraries/EnergyLogger_INA219,https://gitlab.com/tue-umphy/co2mofetten/software/arduino-libraries/EnergyLogger_INA219,EnergyLogger_INA219 Arduino Library,Arduino library to log energy consumption with an INA219.,0,0,2019-04-15,False,,3,"carbone, energie",False,energy consumption
gitlab.com,ttungl/gpgpu-sim_distribution,https://gitlab.com/ttungl/gpgpu-sim_distribution,gpgpu-sim_distribution,"GPGPU-Sim provides a detailed simulation model of a contemporary GPU (such as NVIDIA's Fermi and GT200 architectures) running CUDA and/or OpenCL workloads and now includes an integrated (and validated) energy model, GPUWattch.",0,0,2019-06-29,False,,3,energie,True,gpu energy
gitlab.com,thomas-ouellette/team6,https://gitlab.com/thomas-ouellette/team6,team6,Final project for PHP course (420-524-DW). Web application for tracking one's carbon emissions while traveling to/from school or between any 2 locations. Created by Thomas Ouellette and Cadin Londono using Laravel and the HERE api.,0,0,2020-02-12,False,,3,"carbone, mesure",False,carbon emissions
gitlab.com,crocodile2u/lca-units,https://gitlab.com/crocodile2u/lca-units,lca-units,"PHP library for physical Units of Measure that are used in LCA (Life Cycle Assessment). Units, Unit groups, Flow properties recognized by professional LCA software. Unit conversions are supported.",0,0,2020-05-22,False,,3,"acv, mesure",False,life cycle assessment
gitlab.com,youup99/lca-estimate-model-for-ccu,https://gitlab.com/youup99/lca-estimate-model-for-ccu,LCA Estimate Model for CCU,The LCA Estimate Model for CCU is an Excel-based model that estimates the GHG emissions associated with carbon capture and utilization pathways. Five different pathways are displayed as examples.,0,0,2020-06-09,False,,3,"acv, carbone",False,carbon emissions
gitlab.com,mhsjutt/machine-learning-prediction-model-for-residential-energy-consumption,https://gitlab.com/mhsjutt/machine-learning-prediction-model-for-residential-energy-consumption,Machine Learning Prediction Model for Residential Energy Consumption,Neural Networks: Prediction Model using Tensorflow and Keras,0,0,2020-08-20,False,,3,energie,True,energy consumption
gitlab.com,snehaa1989/CarbonFootprint-Mobile,https://gitlab.com/snehaa1989/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2020-09-10,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,PriyaBihani/CarbonFootprint-API,https://gitlab.com/PriyaBihani/CarbonFootprint-API,CarbonFootprint-API,,0,0,2020-10-15,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,ayush403102/CarbonFootprint-Mobile,https://gitlab.com/ayush403102/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2020-11-11,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Anksus/CarbonFootprint-API,https://gitlab.com/Anksus/CarbonFootprint-API,CarbonFootprint-API,,0,0,2020-12-06,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,MegaMind77-coder/CarbonFootprint-API,https://gitlab.com/MegaMind77-coder/CarbonFootprint-API,CarbonFootprint-API,,0,0,2020-12-17,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,jayesh18121/CarbonFootprint-API,https://gitlab.com/jayesh18121/CarbonFootprint-API,CarbonFootprint-API,,0,0,2020-12-20,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,adelnoureddine/jolinar,https://gitlab.com/adelnoureddine/jolinar,jolinar,"Moved to: https://github.com/adelnoureddine/jolinar  Jolinar is a Java program for monitoring energy consumption of applications at the process level: https://www.noureddine.org/research/jolinar",0,0,2021-01-12,False,,3,"energie, mesure",False,energy consumption
gitlab.com,Kaid00/CarbonFootprint-API,https://gitlab.com/Kaid00/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-02-03,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Kaid00/CarbonFootprint-Mobile,https://gitlab.com/Kaid00/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-02-03,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,realabbas/CarbonFootprint-API,https://gitlab.com/realabbas/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-02-11,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Devansh-Trivedi/CarbonFootprint-API,https://gitlab.com/Devansh-Trivedi/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-02-14,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,realabbas/CarbonFootprint-Mobile,https://gitlab.com/realabbas/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-02-16,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,abhishekjnvk/CarbonFootprint-API,https://gitlab.com/abhishekjnvk/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-02-18,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,darkshredder/CarbonFootprint-API,https://gitlab.com/darkshredder/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-02-22,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,valtzu/smart-coffee,https://gitlab.com/valtzu/smart-coffee,smart-coffee,Receive push notifications when coffee is ready. Based on polling the coffee machine energy consumption using TP-Link HS110 monitoring device.,0,0,2021-02-28,False,,3,"energie, mesure",False,energy consumption
gitlab.com,jatinmalav/CarbonFootprint-API,https://gitlab.com/jatinmalav/CarbonFootprint-API,CarbonFootprint-API,,0,0,2021-03-08,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,markoulg/em9.mdl,https://gitlab.com/markoulg/em9.mdl,em9.mdl,The following analysis and presentation summarizes the implementation in Matlab / Simulink environment of a prototype model digital energy circuit for measurement of the consumption of electric energy of an electrification network in the installation,0,0,2021-03-26,False,,3,"energie, mesure",False,energy consumption | energy measurement
gitlab.com,felicityzhao99/CarbonFootprint-Mobile,https://gitlab.com/felicityzhao99/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-03-27,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,whybhav/CarbonFootprint-Mobile,https://gitlab.com/whybhav/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-04-08,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,vatsalkul/CarbonFootprint-Mobile,https://gitlab.com/vatsalkul/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-04-09,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,dgma224/gpuchisquaredfitting,https://gitlab.com/dgma224/gpuchisquaredfitting,gpuChiSquaredFitting,"This project contains code for fitting Nab Experiment waveforms with arbitrary basis functions. It outputs a .csv file with the extracted energy, timestamp, chi squared, and all the corresponding fit parameters.",0,0,2021-04-14,False,,3,energie,True,energy meter
gitlab.com,sarvesh567/CarbonFootprint-Mobile,https://gitlab.com/sarvesh567/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2021-04-15,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,wgova/Car_emissions,https://gitlab.com/wgova/Car_emissions,Car_emissions,A Flask app to deploy machine learning models for the prediction of carbon emissions for new car models,0,0,2021-07-01,False,,3,carbone,True,carbon emissions
gitlab.com,alesniewski123/co2-emissions,https://gitlab.com/alesniewski123/co2-emissions,CO2 emissions,CO2 emissions Machine Learning prediction using Python,0,0,2021-09-14,False,"machine learning, prediction, python",3,carbone,True,co2 emissions
gitlab.com,j265568/e56_forescasting,https://gitlab.com/j265568/e56_forescasting,e56_forescasting,Software for forecasting of renovavel energy and consumption using a deep learning technique called LSTM (Long-Short Term Memory),0,0,2021-11-15,False,,3,energie,True,energy consumption
gitlab.com,abanitalebi/ebjr,https://gitlab.com/abanitalebi/ebjr,EBJR,EBJR: Energy-Based Joint Reasoning for Adaptive Inference,0,0,2021-11-28,False,,3,energie,True,inference energy
gitlab.com,moozer/energy-measurer,https://gitlab.com/moozer/energy-measurer,energy-measurer,Project to collect data from an EM340 energy measurement device using a reaspberry and show it using grafana.,0,0,2021-12-12,False,,3,"energie, mesure",False,energy measurement
gitlab.com,3rd-year-software-engineering/carbon-footprint-calculator-ic2021-2022,https://gitlab.com/3rd-year-software-engineering/carbon-footprint-calculator-ic2021-2022,Carbon Footprint Calculator IC2021-2022,,0,0,2022-01-10,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Robhelico/Gasanaly-v2,https://gitlab.com/Robhelico/Gasanaly-v2,Gasanaly-v2,A Web Application which measures CO2 emissions of companies.,0,0,2022-01-21,False,"analytics, carbondioxyde, express, react, website",3,"carbone, mesure",False,co2 emissions
gitlab.com,carla-33/using-aodv-by-ns3,https://gitlab.com/carla-33/using-aodv-by-ns3,using  AODV by NS3 ,"Hi, I need a programing code that apply both Black hole and Selective forwarding attacks using AODV by NS3. Also, in this code must measure some of metrics such as energy consumption, throughput, packet delivery ratio, end to end delay, precision , a",0,0,2022-01-24,False,,3,"energie, mesure",False,energy consumption
gitlab.com,balajicena1995/Energy-Profile-Of-India-1965-2019-,https://gitlab.com/balajicena1995/Energy-Profile-Of-India-1965-2019-,Energy-Profile-Of-India-1965-2019-,"In this repo has all forms of energy production as well as consumption in India. Also, it contains data about different sources of energy from which how much amount of electricity is produced and the availability of electricity to % of the population",0,0,2022-02-11,False,,3,"energie, mesure",False,energy consumption
gitlab.com,ahmed-daiyaan/karbonless-api,https://gitlab.com/ahmed-daiyaan/karbonless-api,karbonless-api,"This is a RESTful API for Karbonless application, that helps users to keep track of the carbon footprint generated by them.",0,0,2022-04-03,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Dimoulox/empreinteco2php,https://gitlab.com/Dimoulox/empreinteco2php,EmpreinteCO2PHP,EmpreinteCO2 est une application de suivi mensuel de l'empreinte carbone des particuliers exprimée en équivalent CO2.,0,0,2022-05-30,False,,3,"acv, carbone",False,empreinte carbone
gitlab.com,Dimoulox/empreinteco2,https://gitlab.com/Dimoulox/empreinteco2,EmpreinteCO2Java,EmpreinteCO2 est une application de suivi mensuel de l'empreinte carbone des particuliers exprimée en équivalent CO2.,0,0,2022-05-30,False,,3,"acv, carbone",False,empreinte carbone
gitlab.com,ujjwalkirti/CarbonFootprint-API,https://gitlab.com/ujjwalkirti/CarbonFootprint-API,CarbonFootprint-API,,0,0,2022-06-05,False,,3,"acv, carbone",False,carbon footprint
gitlab.inria.fr,rouvoy/async-profiler-for-powerapi,https://gitlab.inria.fr/rouvoy/async-profiler-for-powerapi,Async Profiler for PowerAPI,A JVM agent to profile the execution of applications.,0,0,2022-06-29,False,"energy, power, powerapi",3,"energie, mesure",False,powerapi
gitlab.com,PseudoNet/export-meter,https://gitlab.com/PseudoNet/export-meter,Export Meter,Display power consumption/export via addressable RGB LED strip,0,0,2022-07-09,False,"energy, esp32, esphome, export, power, renewable energy",3,energie,True,power consumption
gitlab.com,alberto.carrillo01/CarbonFootprint-API,https://gitlab.com/alberto.carrillo01/CarbonFootprint-API,CarbonFootprint-API,,0,0,2022-07-29,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,bmos.t/FG-CoreRPG-Extraplanar-Containers,https://gitlab.com/bmos.t/FG-CoreRPG-Extraplanar-Containers,FG-CoreRPG-Extraplanar-Containers,This extension provides support for extraplanar containers by ignoring the weight of carried (but not equipped) items in supported containers. It also makes working with large inventories easier by allowing supported containers to be collapsed/expanded via double-click.,0,0,2022-09-12,False,,3,energie,True,rapl
gitlab.com,sia-insa-lyon/va/cgr/rapla,https://gitlab.com/sia-insa-lyon/va/cgr/rapla,Rapla,Application de gestion de réservation avec le serveur Tomcat,0,0,2022-10-01,False,,3,"carbone, energie",False,rapl
gitlab.com,gtyinstinct/gpgpu-sim_distribution,https://gitlab.com/gtyinstinct/gpgpu-sim_distribution,gpgpu-sim_distribution,"GPGPU-Sim provides a detailed simulation model of a contemporary GPU running CUDA and/or OpenCL workloads and now includes an integrated (and validated) energy model, GPUWattch.",0,0,2022-10-06,False,,3,energie,True,gpu energy
gitlab.com,1ohnny/imsdata,https://gitlab.com/1ohnny/imsdata,imsdata,PHP class(es) for scrapping energetics data from inteligent meters (IMS) of Slovak energy providers via IMS portals.,0,0,2023-02-16,False,,3,energie,True,energy meter
gitlab.com,Mikoli/carbon-footprint-application-in-reactjs,https://gitlab.com/Mikoli/carbon-footprint-application-in-reactjs,CARBON FOOTPRINT Application  in ReactJS,,0,0,2023-03-11,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,homrepo/modules/illuminance,https://gitlab.com/homrepo/modules/illuminance,Illuminance,Measure illuminance in a digital manner for optimal accuracy and low power consumption.,0,0,2023-03-17,False,,3,"energie, mesure",False,power consumption
gitlab.com,sonic-sabers/CarbonFootprint-Mobile,https://gitlab.com/sonic-sabers/CarbonFootprint-Mobile,CarbonFootprint-Mobile,A hybrid mobile application developed using React Native to calculate amount of emitted co2 based on user's activity,0,0,2023-03-30,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,mk2169/energy-tracker,https://gitlab.com/mk2169/energy-tracker,energy-tracker,Express app that tracks the resource usage by an application by PID and estimates its power consumption.,0,0,2023-03-30,False,,3,"energie, mesure",False,power consumption
gitlab.com,JoeSoliman/EnergyPlus,https://gitlab.com/JoeSoliman/EnergyPlus,EnergyPlus,"EnergyPlus™ is a whole building energy simulation program that engineers, architects, and researchers use to model both energy consumption and water use in buildings.",0,0,2023-05-17,False,,3,"eau, energie",False,energy consumption
gitlab.com,stefan_milanovic/wattapp,https://gitlab.com/stefan_milanovic/wattapp,WattApp,"WattApp project is a web app that is used for monitoring electricity consumption and production of smart electric devices in a house.  My job here was as a C# .NET backend developer.  More precisely, I worked on handling historical and predictive data for energy consumption and production of devices, users, settlements, and cities.  Specifically focusing on data analysis and visualization for different time periods. This includes aggregating and displaying data for a year by months, for a month by days, and for a day by hours.   Additionally, I also wrote Python scripts that generate simulated consumption data for devices.",0,0,2023-06-03,False,,3,"energie, mesure",False,energy consumption
gitlab.com,Axelm21/GreyStock,https://gitlab.com/Axelm21/GreyStock,GreyStock,"GreyStock est une plateforme web de mise en relation entre professionnel du secteur de l'industrie voulant acheter du surplus de matière première. Nous proposons un marché alternatif qui permettrait la vente, l’achat et la négociation à des industrielles de proximité de préférence, permettant de réduire l’empreinte carbone liée à l’importation.",0,0,2023-06-12,False,,3,"acv, carbone",False,empreinte carbone
gitlab.com,CarlosEduardoLemos/Javascript-Criando-Requisicao,https://gitlab.com/CarlosEduardoLemos/Javascript-Criando-Requisicao,Javascript-Criando-Requisicao,"Neste projeto, concentramos nossos esforços em implementar três funcionalidades-chave para melhorar a experiência do usuário no site AluraPlay.",0,0,2023-08-20,False,,3,energie,True,rapl
gitlab.com,meddhiaka/CarbonFootprint-API,https://gitlab.com/meddhiaka/CarbonFootprint-API,CarbonFootprint-API,,0,0,2024-01-24,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,braes-admin-ac/azure-data-manager-for-energy-openai-demo,https://gitlab.com/braes-admin-ac/azure-data-manager-for-energy-openai-demo,azure-data-manager-for-energy-openai-demo,This is an end-to-end demo showing the power of LLM on top of Azure Data Manager for Energy data,0,0,2024-01-26,False,,3,energie,True,llm energy
gitlab.com,armbiant/intel-processor-energy-monitor,https://gitlab.com/armbiant/intel-processor-energy-monitor,gnome-cpu,Gnome CPU energy meter.,0,0,2024-02-11,False,,3,"energie, mesure",False,energy meter
gitlab.com,loefflerlabs1/CarbonComponent,https://gitlab.com/loefflerlabs1/CarbonComponent,CarbonComponent,A CI/CD component for tracking the carbon emissions created by requests to your website,0,1,2024-02-17,False,"carbon, carbon dioxide, cd, ci, climate, climate change, lighthouse",3,"carbone, mesure",False,carbon emissions
gitlab.com,yuanzhongqiao/cloud-carbon-footprint-cn,https://gitlab.com/yuanzhongqiao/cloud-carbon-footprint-cn,cloud-carbon-footprint-cn,云碳足迹是一种工具，用于估算公共云使用中的能源使用量（千瓦时）和碳排放量（公吨 CO2e）,0,0,2024-03-11,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,microservices5081237/powerconsumptionapp/monitoringmicroservice,https://gitlab.com/microservices5081237/powerconsumptionapp/monitoringmicroservice,MonitoringMicroservice,This microservice monitors the power consumption of each device and uses WebSockets to send alerts to users in the web application when devices exceed their monthly consumption limits.,0,0,2024-09-13,False,"Java Spring Boot, docker, postgresql, websocket",3,"energie, mesure",False,power consumption
gitlab.com,denydias/powermeter,https://gitlab.com/denydias/powermeter,powermeter,"Request, persist and presents kWh usage from power consumption. Specifically for SM-3W Lite by IE Tecnologia Ltda.",0,0,2024-12-08,False,"POSIX shell, personal, php, sqlite",3,energie,True,power consumption
gitlab.com,Kamenan/agriversex,https://gitlab.com/Kamenan/agriversex,AgriVerseX,"Software Designer for AI-Based Technologies in Smart, Innovative, Sustainable, and Eco-Friendly Agriculture  This project focuses on developing cutting-edge software solutions powered by Artificial Intelligence (AI) to revolutionize agriculture. The goal is to create intelligent, innovative, and sustainable systems that enhance farming efficiency, reduce environmental impact, and promote eco-friendly practices. By integrating AI with IoT and advanced data analytics, this project aims to deliver tools for precision farming, resource optimization, and real-time decision-making, paving the way for a smarter and greener agricultural future.",0,0,2025-03-09,False,SmartAgri,3,acv,True,environmental impact | sustainable ai
gitlab.com,yuanzhongqiao3601/cloud-carbon-footprint,https://gitlab.com/yuanzhongqiao3601/cloud-carbon-footprint,Cloud Carbon Footprint,,0,0,2025-04-11,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,D.Nidup10/car-pooling-website,https://gitlab.com/D.Nidup10/car-pooling-website,Car Pooling Website ,"This project is a web-based platform that connects drivers with empty seats to passengers traveling the same route. Users can register, offer rides, or book available ones. The system helps reduce travel costs, traffic congestion, and environmental impact by promoting shared transportation. Key features include user authentication, ride search, booking, and real-time ride management.",0,0,2025-05-28,False,,3,"acv, carbone",False,environmental impact
gitlab.inria.fr,htayeb/kepler,https://gitlab.inria.fr/htayeb/kepler,kepler,"Kepler (Kubernetes-based Efficient Power Level Exporter) is a Prometheus exporter that measures energy consumption metrics at the container, pod, and node levels in Kubernetes clusters.",0,0,2025-07-25,False,,3,"energie, mesure",False,energy consumption | kepler | power consumption
gitlab.com,gustavo-andrade/crypto_ai_energy_consumption,https://gitlab.com/gustavo-andrade/crypto_ai_energy_consumption,crypto_ai_energy_consumption,A predictive modelling of the future impact of AI and Crypto Mining in the world energy cnsumption.,0,0,2025-08-18,False,,3,energie,True,energy consumption | model energy
gitlab.com,minelogx-ai/open-source-iot-data,https://gitlab.com/minelogx-ai/open-source-iot-data,Open Source IoT Data,"MineLogX AI Framework  MineLogX is an AI-powered framework designed to modernize and optimize operations in the mining industry and beyond. The framework provides tools, reference architectures, and development guides that enable scalable data ingestion, analytics, and automation.  Key Features:  * 📊 **AI & Data Processing** — Build intelligent workflows for real-time and batch mining data. * ☁️ **Cloud-Native Setup** — Deploy across AWS, Azure, or GCP with ready-to-use infrastructure guides. * 🛠 **Developer-Friendly** — Includes usage examples, architecture documentation, and contribution guidelines. * 🔒 **Secure & Scalable** — Designed with enterprise-grade security and modular scalability.  This repository contains:  * Project documentation (`/docs`) * Contribution and licensing guidelines * Reference architectures and cloud setup guides  Whether you’re setting up a proof of concept or extending AI-driven solutions, MineLogX provides the foundation for sustainable, intelligent mining innovation.",0,0,2025-09-05,False,,3,carbone,True,sustainable ai
gitlab.com,syedmohammadaquib/CarbonFootprint-API,https://gitlab.com/syedmohammadaquib/CarbonFootprint-API,CarbonFootprint-API,,0,0,2025-09-14,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,Ian-Chin/ECOHAVEN,https://gitlab.com/Ian-Chin/ECOHAVEN,ECOHAVEN,"ECOHAVEN is a sustainable living platform that promotes eco-friendly solutions for everyday life. It helps users make greener choices through practical tips, resources, and innovations designed to reduce environmental impact while building a healthier, more sustainable future.",0,0,2025-09-29,False,,3,acv,True,environmental impact | sustainable ai
gitlab.com,Laura-T/sdgmonitor,https://gitlab.com/Laura-T/sdgmonitor,SDGMonitor,"An iOS app that leverages the REST API provided by the United Nations Statistics Division to allow the user to explore the data reported by countries on all the indicators related to the 17 Sustainable Development Goals, as well as the official explanatory metadata for each indicator.",0,0,2025-10-10,False,"SDGs, app, ios, sustainability",3,"carbone, mesure",False,sustainable ai
gitlab.com,adelinbojan96/Energy-Management-System,https://gitlab.com/adelinbojan96/Energy-Management-System,DS2025_30444_Bojan_Darian-Adelin_1,"Energy Management System that permits authenticated users to access, monitor, and manage smart energy metering devices.",0,0,2025-10-28,False,,3,"energie, mesure",False,energy meter
gitlab.com,maa-framework/4a-languages/eclexia,https://gitlab.com/maa-framework/4a-languages/eclexia,eclexia,"A programming language where economics is a first-class paradigm Making resource-efficient, carbon-aware software the default, not the exception.",0,0,2025-11-13,False,,3,carbone,True,carbon aware
gitlab.com,khawlaFRAJ/greenimpactapi,https://gitlab.com/khawlaFRAJ/greenimpactapi,GreenImpactApi,"The association wishes to integrate the Impact CO2 route tool on its website using a ""back-for-front"" approach. This tool allows users to calculate the carbon footprint of their journeys based on the chosen mode of transport.",0,0,2025-11-27,False,,3,"acv, carbone",False,carbon footprint
gitlab.com,maienergy-llm-evaluaton/llm-evaluation,https://gitlab.com/maienergy-llm-evaluaton/llm-evaluation,LLM Evaluation,The evaluation framework for the mAIEnergy LLMs,0,0,2025-11-30,False,,3,energie,True,llm energy
